car_name_fixed,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,vehicle_category
Dzire,Riyadh,Daily Riyadh - Al Aqiq,"2,024",GL,Sedan,White,STS,700,,,NEW,Sedan
Dzire,Riyadh,Daily Riyadh - Al Aqiq,"2,024",GL,Sedan,White,STS,700,,,NEW,Sedan
Pegas,Riyadh,Riyadh - As Sulimaniyah,"2,026",STD,Sedan,Silver,STS,950,,,NEW,Compact
Accent,Riyadh,Riyadh - Al Khaleej,"2,026",Fleet,Sedan,White,MONTHLY,"2,499",,,NEW,Compact
Elantra,Riyadh,Riyadh - Qurtubah,"2,023",STD,Sedan,White,MONTHLY,"2,669",,,NEW,Sedan
Pegas,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,025",LX,Sedan,White,MONTHLY,"2,299",,,NEW,Compact
Pegas,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,025",LX,Sedan,Silver,MONTHLY,"2,350",,,NEW,Compact
Jolion,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,Grey,STS,"1,579",,,NEW,Crossover
Jolion,Mecca,Mecca - Al Nuzha,"2,025",Basic,Hatchback,White,MONTHLY,"3,909",,,NEW,Crossover
Sunny,Madinah,Madinah - Al Jamawat,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Pegas,Mecca,Mecca - Al Nuzha,"2,024",H,Sedan,Silver,STS,"1,079",,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Sunny,Madinah,Madinah - Al Iskan,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Yaris,Jeddah,Jeddah - Bani Malik,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Baghdadiyah,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Compact
Yaris,Jeddah,Jeddah - Ar Rabwah,"2,026",Y,Sedan,White,MONTHLY,"2,329",,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Baghdadiyah,"2,026",Y,Sedan,Silver,MONTHLY,"2,349",,,NEW,Compact
Sunny,Madinah,Madinah - Al Iskan,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
i10,Riyadh,Riyadh - Al Muruj - Pickup,"2,025",MPI,Sedan,White,MONTHLY,"1,809",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,Sedan,Grey,MONTHLY,"2,589",,,NEW,Sedan
Jolion,Mecca,Meeca - Kakia,"2,025",Basic,Hatchback,Grey,STS,"1,579",,,NEW,Crossover
Tucson,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,Golden,MONTHLY,"4,189",,,NEW,Crossover
Sunny,Mecca,Mecca - Al Nuzha,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Mecca,Mecca - Al Nuzha,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Cerato,Al Khobar,Khobar - Al Thawn,"2,023",LX,Sedan,White,STS,989,,,NEW,Compact
Pegas,Dammam,Dammam - Al Qadisyyah,"2,022",LX,Sedan,White,MONTHLY,"2,140",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Falah,"2,025",STD,Sedan,White,MONTHLY,"2,129",,,NEW,Sedan
i10,Riyadh,Riyadh -  Al Yarmuk,"2,025",STD,Sedan,White,MONTHLY,"2,105",,,NEW,Compact
Pegas,Dammam,Dammam - Al Rawdah,"2,026",H,Sedan,White,MONTHLY,"2,050",,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,Compact
5,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",,NEW,Compact
Elantra,Dammam,Dammam - Al Rawdah,"2,024",Fleet,Sedan,Grey,STS,980,,,NEW,Sedan
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,Silver,MONTHLY,"1,729",,,NEW,Sedan
Accent,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,459",,,NEW,Compact
Alsvin,Dammam,Dammam - Al Rawda,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawda,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Sedan
Accent,Riyadh,Riyadh - Al Sahaba,"2,025",Fleet,Sedan,White,MONTHLY,"2,469",,,NEW,Compact
Alsvin,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,849",,,NEW,Sedan
Elantra,Jeddah,Jeddah - Aziziyah,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,109",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Rawda,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Sedan
Elantra,Riyadh,Riyadh - King Fahd Rd,"2,025",Fleet,Sedan,Silver,MONTHLY,"3,459",,,NEW,Sedan
Accent,Dammam,Dammam - Al Rawda,"2,024",Smart,Sedan,White,MONTHLY,"2,379",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,Silver,MONTHLY,"1,749",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,Silver,MONTHLY,"3,509",,,NEW,Sedan
Accent,Jeddah,Jeddah - Palestine,"2,025",Fleet,Sedan,White,MONTHLY,"2,489",,,NEW,Compact
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,829",,,NEW,Sedan
Eado,Dammam,Dammam - Al Rawda,"2,025",Plus,Sedan,White,MONTHLY,"2,969",,,NEW,Sedan
Elantra,Riyadh,Riyadh - Qurtubah 2,"2,024",Fleet,Sedan,White,MONTHLY,"3,079",,,NEW,Sedan
Yaris,Dammam,Dammam - Al Rawda,"2,024",Y,Sedan,Grey,MONTHLY,"2,339",,,NEW,Compact
Accent,Jeddah,Jeddah - Salamah,"2,025",Fleet,Sedan,White,MONTHLY,"2,489",,,NEW,Compact
Yaris,Riyadh,Riyadh - Qurtubah 2,"2,024",Y,Sedan,Grey,MONTHLY,"2,349",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Quds,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawda,"2,024",Fleet,Sedan,Grey,MONTHLY,"3,089",,,NEW,Sedan
Yaris,Jeddah,Jeddah - Palestine,"2,024",Y,Sedan,White,MONTHLY,"2,309",,,NEW,Compact
Alsvin,Dammam,Dammam - Al Rawda,"2,025",STD,Sedan,Silver,MONTHLY,"1,839",,,NEW,Sedan
Alsvin,Riyadh,Riyadh - Al Quds,"2,024",STD,Sedan,White,MONTHLY,"1,739",,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al Quds,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Sedan
Accent,Jeddah,Jeddah - Al-Madinah Al-Munawarah,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,499",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Quds,"2,025",Fleet,Sedan,Gray,MONTHLY,"3,529",,,NEW,Sedan
Dzire,Riyadh,Riyadh - Qurtubah 2,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al Quds,"2,024",GL,Sedan,Silver,MONTHLY,"2,029",,,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawda,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,489",,,NEW,Sedan
Dzire,Jeddah,Jeddah - Palestine,"2,024",GL,Sedan,Silver,MONTHLY,"2,039",,,NEW,Sedan
Pegas,Arar,ARAR,"2,026",LX,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Masiaf 2,"2,023",STD,Sedan,Grey,MONTHLY,"2,569",,,NEW,Sedan
Hilux,Riyadh,Riyadh - Al Masiaf,"2,025",STD,Pickup,White,STS,"3,000",,,NEW,Pickup
Sunny,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Riyadh,Riyadh - Sulimaniyah,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
Sunny,Jeddah,Jeddah - Palestine,"2,024",S,Sedan,Silver,STS,"1,179",,,NEW,Compact
RX5,Riyadh,Riyadh - Al Rawdah,"2,022",STD,SUV,Black,MONTHLY,"2,539",,,NEW,Crossover
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Crossover
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Crossover
Pegas,Riyadh,Noon - Dhahrat Laban,"2,024",STD,Sedan,Silver,STS,610,,,NEW,Compact
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,MONTHLY,"4,019",,,NEW,Crossover
Jolion,Jeddah,Jeddah - Palestine,"2,025",Basic,Hatchback,Silver,STS,"1,579",,,NEW,Crossover
Yaris,Arar,ARAR,"2,026",Y,Sedan,White,MONTHLY,"2,816",,,NEW,Compact
i10,Riyadh,Daily Riyadh - Al Aqiq,"2,026",MPI,Sedan,White,STS,700,,,NEW,Compact
RAV4,Riyadh,Riyadh - Al Masiaf,"2,026",STD,SUV,Black,MONTHLY,"7,429",,,NEW,Crossover
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Silver,STO,"2,725","3,000",,NEW,Crossover
Yaris,Al Khobar,Al Khobar - Al Thuqbah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Yaris,Al Khobar,Al Khobar - Al Thuqbah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Yaris,Al Khobar,Al Khobar - Al Thuqbah,"2,026",STD,Sedan,White,STS,810,,,NEW,Compact
Elantra,Dammam,Dammam - Al Jesr,"2,024",Fleet,Sedan,White,STS,980,,,NEW,Sedan
Territory,Al Khobar,Al Khobar - Al Thuqbah,"2,024",STD,CUV,White,STS,"2,330",,,NEW,Crossover
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - North,"2,026",GLS,Sedan,White,STS,,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - Al Naseem,"2,026",GLS,Sedan,Silver,STS,,,,NEW,Compact
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Compact
Pegas,Riyadh,Riyadh - Anas BinMalik,"2,026",LX,Sedan,White,STS,680,,,NEW,Compact
Elantra,Riyadh,Riyadh - Anas BinMalik,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,859",,,NEW,Sedan
Accent,Riyadh,Riyadh - Anas BinMalik,"2,026",Fleet,Sedan,Black,STS,720,,,NEW,Compact
Grand i10,Jeddah,Jeddah  - Al Naseem,"2,026",GLS,Sedan,Silver,MONTHLY,"2,099",,,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,White,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayha - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",,NEW,Compact
Yaris,Riyadh,Riyadh - Al Yarmuk,"2,026",Y,Sedan,White,STS,"1,040",,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Nuzha,"2,026",Y,Sedan,White,MONTHLY,"2,389",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Aziziyah,"2,026",Y,Sedan,White,MONTHLY,"2,379",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al Urubah,"2,026",Y,Sedan,White,STS,830,,,NEW,Compact
Sonet,Riyadh,Ritadh - Al Areed,"2,026",LX,SUV,Black,STS,"1,130",,,NEW,Crossover
Accent,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,Silver,STO,"2,500","2,700",,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,MONTHLY,"2,549",,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Accent,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,Grey,STS,870,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Grey,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Silver,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Silver,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,Grey,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Yaris,Riyadh,Riyadh - As Sahabah,"2,026",Y,Sedan,White,STS,750,,,NEW,Compact
Corolla,Riyadh,Riyadh - As Sahabah,"2,026",XLI,Sedan,White,MONTHLY,"3,029",,,NEW,Sedan
Corolla,Riyadh,Riyadh - As Sahabah,"2,026",XLI,Sedan,White,MONTHLY,"3,029",,,NEW,Sedan
Pegas,Riyadh,Riyadh - As Sahabah,"2,026",LX,Sedan,Silver,STS,750,,,NEW,Compact
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Gray,STO,"2,725","3,000",,NEW,Crossover
Creta,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Silver,STO,"2,725","3,000",,NEW,Crossover
Emgrand,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",STD,Sedan,White,STO,"2,150","2,400",,NEW,Sedan
Emgrand,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",STD,Sedan,White,STO,"2,150","2,400",,NEW,Sedan
Emgrand,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",STD,Sedan,White,STO,"2,150","2,400",,NEW,Sedan
Kona,Riyadh,فرع القدس - Al-Quds  branch,"2,023",Comfort,Crossover,Silver,MONTHLY,"3,469",,,NEW,Crossover
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al jazirah,"2,025",GLS,Sedan,White,MONTHLY,"1,929",,,NEW,Compact
Grand i10,Riyadh,Riyadh - Al Yarmuk,"2,025",GLS,Sedan,White,MONTHLY,"1,889",,,NEW,Compact
Accent,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",,NEW,Crossover
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,White,STO,"2,825","1,700",,NEW,Crossover
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",,NEW,Sedan
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",,NEW,SUV
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","3,200",,NEW,Sedan
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,Silver,STO,"2,850","3,300",,NEW,SUV
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Kona,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Crossover,White,STO,"3,000","3,300",,NEW,Crossover
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","3,300",,NEW,SUV
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",,NEW,SUV
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",,NEW,Crossover
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,Silver,STO,"2,850","1,800",,NEW,SUV
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,White,STO,"2,825","1,700",,NEW,Crossover
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,Silver,STO,"2,850","3,300",,NEW,SUV
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",,NEW,Sedan
Pegas,Riyadh,Riyadh - Makah Road,"2,026",LX,Sedan,Silver,MONTHLY,"1,879",,,NEW,Compact
Pegas,Riyadh,Riyadh - Makah Road,"2,026",LX,Sedan,Silver,MONTHLY,"1,879",,,NEW,Compact
Dzire,Riyadh,فرع القدس - Al-Quds  branch,"2,024",GL,Sedan,White,STS,630,,,NEW,Sedan
RX5,Riyadh,Riyadh - Al Aqiq,"2,022",STD,SUV,Black,MONTHLY,"2,549",,,NEW,Crossover
Kicks,Riyadh,Riyadh - Al Qirawan,"2,024",S,SUV,Grey,MONTHLY,"2,599",,,NEW,Crossover
Yaris,Jeddah,Jeddah - 70,"2,024",Y,Sedan,White,MONTHLY,"2,529",,,NEW,Compact
Yaris,Jeddah,Jeddah - 70,"2,024",Y,Sedan,White,MONTHLY,"2,509",,,NEW,Compact
Yaris,Jeddah,Jeddah - 70,"2,024",Y,Sedan,Grey,MONTHLY,"2,509",,,NEW,Compact
Yaris,Jeddah,Jeddah - Palastin,"2,024",Y,Sedan,Grey,MONTHLY,"2,529",,,NEW,Compact
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Pegas,Jeddah,Jeddah - Ar Rawdah,"2,024",LX,Sedan,Grey,MONTHLY,"1,789",,,NEW,Compact
Arrizo 5,Jeddah,Jeddah - Bani Malik,"2,023",Comfort,Sedan,White,MONTHLY,"1,839",,,NEW,Sedan
Arrizo 5,Jeddah,Jeddah - Bani Malik,"2,023",Comfort,Sedan,White,MONTHLY,"1,839",,,NEW,Sedan
Arrizo 5,Jeddah,Dammam - Al Itisalat,"2,023",Comfort,Sedan,Black,MONTHLY,"1,829",,,NEW,Sedan
